year,continent,ccode,name,electricandheat,manufacturingandconstructing,transportation,fuelcombustion,fugitive,totalCO2
2008,Africa,BWA,Botswana,1.03,1.15,1.97,0.20,0.00,4.35
2008,Africa,BFA,Burkina Faso,,,,,0.00,0.00
2008,Africa,BDI,Burundi,,,,,0.00,0.00
2008,Africa,CMR,Cameroon,1.42,0.31,2.18,0.36,3.44,7.71
2008,Africa,CPV,Cape Verde,,,,,0.00,0.00
2008,Africa,CAF,Central African Republic,,,,,0.00,0.00
2008,Africa,TCD,Chad,,,,,0.00,0.00
2008,Africa,COM,Comoros,,,,,0.00,0.00
2008,Africa,COG,"Congo, Dem. Rep.",0.03,0.15,1.50,0.00,0.00,1.68
2008,Africa,COD,"Congo, Rep.",0.05,0.10,1.11,0.08,3.90,5.24
2008,Africa,CIV,Cote d'Ivoire,2.84,0.58,1.55,1.38,0.00,6.35
2008,Africa,DJI,Djibouti,,,,,0.00,0.00
2008,Africa,EGY,Egypt,74.32,44.56,38.67,20.48,1.51,179.54
2008,Africa,ERI,Eritrea,0.23,0.02,0.11,0.06,0.00,0.42
2008,Africa,ETH,Ethiopia,0.45,1.50,2.60,1.40,0.00,5.95
2008,Africa,GAB,Gabon,0.67,0.67,0.42,0.22,1.94,3.92
2008,Africa,GMB,"Gambia, The",,,,,0.00,0.00
2008,Africa,GHA,Ghana,1.91,1.14,3.70,1.11,0.00,7.86
2008,Africa,KEN,Kenya,2.41,2.28,3.28,0.92,0.00,8.89
2008,Africa,KIR,Kiribati,,,,,0.00,0.00
2008,Africa,LSO,Lesotho,,,,,0.00,0.00
2008,Africa,LBR,Liberia,,,,,0.00,0.00
2008,Africa,LBY,Libya,23.23,6.27,13.16,1.74,6.99,51.39
2008,Africa,MDG,Madagascar,,,,,0.00,0.00
2008,Africa,MLI,Mali,,,,,0.00,0.00
2008,Africa,MRT,Mauritania,,,,,0.00,0.00
2008,Africa,MUS,Mauritius,1.99,0.43,0.83,0.17,0.00,3.42
2008,Africa,MAR,Morocco,16.71,7.30,12.11,7.15,0.00,43.27
2008,Africa,MOZ,Mozambique,0.02,0.40,1.35,0.17,0.00,1.94
2008,Africa,NAM,Namibia,0.23,0.26,1.40,0.90,0.00,2.79
2008,Africa,NER,Niger,,,,,0.00,0.00
2008,Africa,NGA,Nigeria,17.19,6.30,24.95,5.04,33.83,87.31
2008,Africa,RWA,Rwanda,,,,,0.00,0.00
2008,Africa,STP,Sao Tome & Principe,,,,,0.00,0.00
2008,Africa,SEN,Senegal,1.77,0.88,2.16,0.41,0.00,5.22
2008,Africa,SYC,Seychelles,,,,,0.00,0.00
2008,Africa,SLE,Sierra Leone,,,,,0.00,0.00
2008,Africa,ZAF,South Africa,245.41,54.02,48.27,36.54,0.00,384.24
2008,Africa,SWZ,Swaziland,,,,,0.00,0.00
2008,Africa,TZA,Tanzania,1.23,0.51,3.07,0.66,0.02,5.49
2008,Africa,TGO,Togo,0.02,0.08,0.86,0.14,0.00,1.10
2008,Africa,TUN,Tunisia,7.23,5.62,4.60,4.07,0.45,21.97
2008,Africa,UGA,Uganda,,,,,0.00,0.00
2008,Africa,ZMB,Zambia,0.07,0.83,0.53,0.18,0.00,1.61
2008,Africa,ZWE,Zimbabwe,2.59,1.37,1.02,2.35,0.00,7.33
2008,Asia,AFG,Afghanistan,,,,,0.00,0.00
2008,Asia,BHR,Bahrain,21.04,2.42,3.08,0.22,0.00,26.76
2008,Asia,BGD,Bangladesh,19.71,9.93,5.90,8.01,0.00,43.55
2008,Asia,BTN,Bhutan,,,,,0.00,0.00
2008,Asia,BRN,Brunei,3.94,1.92,1.12,0.24,0.00,7.22
2008,Asia,KHM,Cambodia,1.21,0.18,1.82,0.32,0.00,3.53
2008,Asia,CHN,China,3368.92,2155.90,505.60,459.54,0.00,6489.96
2008,Asia,IND,India,853.63,328.40,160.29,141.29,1.65,1485.26
2008,Asia,IDN,Indonesia,139.46,105.65,81.49,34.79,6.08,367.47
2008,Asia,IRN,Iran,157.13,92.39,114.07,134.08,30.87,528.54
2008,Asia,IRQ,Iraq,28.39,6.98,25.74,13.14,10.65,84.90
2008,Asia,ISR,Israel,42.75,2.46,11.45,7.69,0.05,64.40
2008,Asia,JPN,Japan,514.99,235.59,226.03,166.69,0.00,1143.30
2008,Asia,JOR,Jordan,8.94,2.63,4.58,2.42,0.00,18.57
2008,Asia,KAZ,Kazakhstan,120.53,65.85,13.64,26.33,4.68,231.03
2008,Asia,PRK,"Korea, Dem. Rep. (North)",11.21,43.22,1.21,13.32,0.00,68.96
2008,Asia,KOR,"Korea, Rep. (South)",263.00,95.93,84.19,58.64,0.00,501.76
2008,Asia,KWT,Kuwait,51.01,12.46,10.43,0.51,0.35,74.76
2008,Asia,KGZ,Kyrgyzstan,2.25,1.06,1.94,1.74,0.00,6.99
2008,Asia,LAO,Laos,,,,,0.00,0.00
2008,Asia,LBN,Lebanon,9.55,1.08,4.41,0.79,0.00,15.83
2008,Asia,MWI,Malawi,,,,,0.00,0.00
2008,Asia,MYS,Malaysia,96.65,46.28,42.19,6.16,2.93,194.21
2008,Asia,MDV,Maldives,,,,,0.00,0.00
2008,Asia,MNG,Mongolia,7.14,1.30,1.55,1.08,0.00,11.07
2008,Asia,MMR,Myanmar,2.84,2.06,2.06,0.78,0.18,7.92
2008,Asia,NPL,Nepal,0.01,0.74,1.32,0.78,0.00,2.85
2008,Asia,OMN,Oman,18.60,20.56,7.54,1.46,2.49,50.65
2008,Asia,PAK,Pakistan,42.97,43.66,33.41,15.68,0.00,135.72
2008,Asia,PHL,Philippines,31.21,12.29,21.97,4.73,0.36,70.56
2008,Asia,QAT,Qatar,27.96,14.05,8.00,0.24,6.95,57.20
2008,Asia,RUS,Russian Federation,948.00,221.11,243.22,173.01,35.66,1621.00
2008,Asia,SAU,Saudi Arabia,172.14,87.69,97.58,4.08,0.00,361.49
2008,Asia,SGP,Singapore,27.16,9.02,6.06,0.53,0.00,42.77
2008,Asia,LKA,Sri Lanka,4.03,1.07,5.88,0.98,0.00,11.96
2008,Asia,SDN,Sudan,3.87,2.06,7.62,1.30,0.00,14.85
2008,Asia,SYR,Syria,27.92,9.02,15.02,10.88,0.26,63.10
2008,Asia,TJK,Tajikistan,0.20,0.00,0.25,2.48,0.00,2.93
2008,Asia,THA,Thailand,98.46,55.88,51.29,17.14,0.00,222.77
2008,Asia,TUR,Turkey,112.55,38.51,45.10,67.37,0.01,263.54
2008,Asia,TKM,Turkmenistan,22.34,3.35,7.15,23.40,1.94,58.18
2008,Asia,ARE,United Arab Emirates,66.42,51.51,25.85,0.30,1.78,145.86
2008,Asia,UZB,Uzbekistan,38.10,20.96,8.93,45.18,0.00,113.17
2008,Asia,VNM,Vietnam,29.79,37.05,23.59,11.43,1.08,102.94
2008,Asia,YEM,Yemen,5.58,3.06,5.80,6.17,0.85,21.46
2008,Europe,ALB,Albania,0.28,0.58,2.26,0.66,0.00,3.78
2008,Europe,ARM,Armenia,1.03,1.36,1.25,1.62,0.00,5.26
2008,Europe,AUT,Austria,23.99,13.40,22.25,11.20,0.00,70.84
2008,Europe,AZE,Azerbaijan,13.97,3.05,4.79,7.39,4.55,33.75
2008,Europe,BLR,Belarus,35.82,10.01,10.47,7.47,0.00,63.77
2008,Europe,BEL,Belgium,27.87,28.34,27.09,28.23,0.00,111.53
2008,Europe,BIH,Bosnia & Herzegovina,13.29,1.31,3.35,1.99,0.00,19.94
2008,Europe,BGR,Bulgaria,31.38,7.21,8.26,1.80,0.00,48.65
2008,Europe,HRV,Croatia,6.93,4.48,6.19,3.38,0.00,20.98
2008,Europe,CYP,Cyprus,3.86,0.89,2.16,0.62,0.00,7.53
2008,Europe,CZE,Czech Republic,66.88,20.32,18.28,12.03,0.00,117.51
2008,Europe,DNK,Denmark,24.53,4.67,13.81,5.60,0.27,48.88
2008,Europe,EST,Estonia,13.35,1.41,2.34,0.62,0.00,17.72
2008,Europe,FIN,Finland,29.01,9.80,12.42,5.12,0.00,56.35
2008,Europe,FRA,France,69.13,69.40,123.64,105.23,0.00,367.40
2008,Europe,GEO,Georgia,0.98,0.76,1.73,1.30,0.00,4.77
2008,Europe,DEU,Germany,366.99,118.63,147.78,152.80,1.98,788.18
2008,Europe,GRC,Greece,50.73,9.19,22.06,12.28,0.00,94.26
2008,Europe,HUN,Hungary,19.93,7.01,12.85,13.22,0.01,53.02
2008,Europe,ISL,Iceland,0.01,0.61,0.90,0.59,0.00,2.11
2008,Europe,IRL,Ireland,14.49,5.00,13.40,10.89,0.00,43.78
2008,Europe,ITA,Italy,172.93,64.74,117.09,80.48,0.00,435.24
2008,Europe,JAM,Jamaica,2.75,4.21,2.01,0.66,0.00,9.63
2008,Europe,LVA,Latvia,2.04,1.09,3.55,1.23,0.00,7.91
2008,Europe,LTU,Lithuania,5.02,2.99,4.99,1.22,0.00,14.22
2008,Europe,LUX,Luxembourg,1.11,1.11,6.66,1.66,0.00,10.54
2008,Europe,MKD,"Macedonia, FYR",6.11,1.30,1.19,0.41,0.00,9.01
2008,Europe,MLT,Malta,1.96,0.01,0.53,0.06,0.00,2.56
2008,Europe,MDA,Moldova,3.71,0.69,0.96,1.96,0.00,7.32
2008,Europe,MNE,Montenegro,1.51,0.51,0.61,0.04,0.00,2.67
2008,Europe,NLD,Netherlands,68.00,42.73,34.96,37.13,0.17,182.99
2008,Europe,NOR,Norway,12.73,8.02,13.79,3.01,0.93,38.48
2008,Europe,POL,Poland,167.14,37.42,44.02,51.05,0.03,299.66
2008,Europe,PRT,Portugal,21.61,8.55,19.12,4.64,0.00,53.92
2008,Europe,ROU,Romania,47.65,20.32,14.93,9.67,0.00,92.57
2008,Europe,SRB,Serbia,30.32,8.08,6.77,3.27,0.00,48.44
2008,Europe,SVK,Slovakia,13.40,9.31,7.26,6.48,0.02,36.47
2008,Europe,SVN,Slovenia,6.25,2.42,5.94,2.12,0.00,16.73
2008,Europe,ESP,Spain,119.82,54.86,109.07,33.38,0.00,317.13
2008,Europe,SWE,Sweden,10.50,9.45,21.97,2.49,0.00,44.41
2008,Europe,CHE,Switzerland,3.95,6.27,17.33,16.25,0.00,43.80
2008,Europe,UKR,Ukraine,134.82,89.10,38.84,42.28,0.00,305.04
2008,Europe,GBR,United Kingdom,229.97,55.96,120.04,97.54,1.29,504.80
2008,North America,ATG,Antigua & Barbuda,,,,,0.00,0.00
2008,North America,BHS,"Bahamas, The",,,,,0.00,0.00
2008,North America,BRB,Barbados,,,,,0.00,0.00
2008,North America,BLZ,Belize,,,,,0.00,0.00
2008,North America,CAN,Canada,187.85,104.15,167.23,94.94,3.32,557.49
2008,North America,CRI,Costa Rica,0.67,1.13,4.32,0.47,0.00,6.59
2008,North America,DMA,Dominica,,,,,0.00,0.00
2008,North America,DOM,Dominican Republic,9.31,2.17,5.25,1.71,0.00,18.44
2008,North America,GRD,Grenada,,,,,0.00,0.00
2008,North America,GTM,Guatemala,3.06,1.55,4.93,0.61,0.00,10.15
2008,North America,HTI,Haiti,0.24,0.52,1.31,0.24,0.00,2.31
2008,North America,HND,Honduras,2.68,1.50,2.94,0.68,0.00,7.80
2008,North America,MEX,Mexico,162.94,57.61,151.37,32.10,24.26,428.28
2008,North America,NIC,Nicaragua,1.68,0.62,1.50,0.40,0.00,4.20
2008,North America,PAN,Panama,1.76,1.33,3.09,0.43,0.00,6.61
2008,North America,KNA,Saint Kitts & Nevis,,,,,0.00,0.00
2008,North America,LCA,Saint Lucia,,,,,0.00,0.00
2008,North America,VCT,Saint Vincent & Grenadines,,,,,0.00,0.00
2008,North America,TTO,Trinidad & Tobago,13.15,19.04,2.97,0.46,1.45,37.07
2008,North America,USA,United States,2705.82,582.12,1691.44,605.86,9.38,5594.62
2008,Oceania,AUS,Australia,236.10,50.10,84.40,18.26,0.38,389.24
2008,Oceania,COK,Cook Islands,,,,,0.00,0.00
2008,Oceania,GNQ,Equatorial Guinea,,,,,1.46,1.46
2008,Oceania,FJI,Fiji,,,,,0.00,0.00
2008,Oceania,GIN,Guinea,,,,,0.00,0.00
2008,Oceania,GNB,Guinea-Bissau,,,,,0.00,0.00
2008,Oceania,NRU,Nauru,,,,,0.00,0.00
2008,Oceania,NZL,New Zealand,10.94,6.28,13.75,2.97,0.32,34.26
2008,Oceania,NIU,Niue,,,,,0.00,0.00
2008,Oceania,PLW,Palau,,,,,,0.00
2008,Oceania,PNG,Papua New Guinea,,,,,0.00,0.00
2008,Oceania,WSM,Samoa,,,,,0.00,0.00
2008,Oceania,SLB,Solomon Islands,,,,,0.00,0.00
2008,Oceania,TON,Tonga,,,,,0.00,0.00
2008,Oceania,VUT,Vanuatu,,,,,0.00,0.00
2008,South America,ARG,Argentina,60.68,36.98,44.69,37.09,1.56,181.00
2008,South America,BOL,Bolivia,3.46,1.32,4.89,2.47,0.29,12.43
2008,South America,BRA,Brazil,69.15,105.71,149.54,37.59,4.01,366.00
2008,South America,CHL,Chile,28.72,13.69,20.37,4.98,0.36,68.12
2008,South America,COL,Colombia,11.14,19.15,22.08,6.92,0.73,60.02
2008,South America,CUB,Cuba,13.18,7.38,1.87,2.66,0.18,25.27
2008,South America,ECU,Ecuador,6.60,4.59,13.38,3.29,1.74,29.60
2008,South America,SLV,El Salvador,1.65,1.08,2.92,0.52,0.00,6.17
2008,South America,GUY,Guyana,,,,,0.00,0.00
2008,South America,PRY,Paraguay,0.00,0.11,3.39,0.26,0.00,3.76
2008,South America,PER,Peru,9.93,9.31,13.65,2.73,0.52,36.14
2008,South America,SUR,Suriname,,,,,0.00,0.00
2008,South America,URY,Uruguay,3.03,0.87,2.65,1.15,0.00,7.70
2008,South America,VEN,Venezuela,65.91,52.55,44.00,7.12,19.00,188.58
2009,Africa,DZA,Algeria,36.60,12.30,30.21,17.28,10.78,107.17
2009,Africa,AGO,Angola,2.47,2.49,5.65,3.48,12.25,26.34
2009,Africa,BEN,Benin,0.09,0.15,2.78,1.13,0.00,4.15
2009,Africa,BWA,Botswana,0.92,1.06,1.82,0.25,0.00,4.05
2009,Africa,BFA,Burkina Faso,,,,,0.00,0.00
2009,Africa,BDI,Burundi,,,,,0.00,0.00
2009,Africa,CMR,Cameroon,1.56,0.38,2.50,0.36,3.44,8.24
2009,Africa,CPV,Cape Verde,,,,,0.00,0.00
2009,Africa,CAF,Central African Republic,,,,,0.00,0.00
2009,Africa,TCD,Chad,,,,,0.00,0.00
2009,Africa,COM,Comoros,,,,,0.00,0.00
2009,Africa,COG,"Congo, Dem. Rep.",0.03,0.14,1.50,0.04,0.00,1.71
2009,Africa,COD,"Congo, Rep.",0.13,0.09,1.21,0.10,3.72,5.25
2009,Africa,CIV,Cote d'Ivoire,2.51,1.07,1.57,0.76,0.00,5.91
2009,Africa,DJI,Djibouti,,,,,0.00,0.00
2009,Africa,EGY,Egypt,78.35,40.45,41.36,22.10,1.51,183.77
2009,Africa,ERI,Eritrea,0.25,0.03,0.11,0.06,0.00,0.45
2009,Africa,ETH,Ethiopia,0.49,1.49,2.73,1.37,0.00,6.08
2009,Africa,GAB,Gabon,0.70,0.75,0.46,0.23,1.94,4.08
2009,Africa,GMB,"Gambia, The",,,,,0.00,0.00
2009,Africa,GHA,Ghana,1.71,1.46,4.99,1.02,0.00,9.18
2009,Africa,KEN,Kenya,2.96,2.44,4.08,1.17,0.00,10.65
2009,Africa,KIR,Kiribati,,,,,0.00,0.00
2009,Africa,LSO,Lesotho,,,,,0.00,0.00
2009,Africa,LBR,Liberia,,,,,0.00,0.00
2009,Africa,LBY,Libya,24.51,7.23,15.31,2.05,5.78,54.88
2009,Africa,MDG,Madagascar,,,,,0.00,0.00
2009,Africa,MLI,Mali,,,,,0.00,0.00
2009,Africa,MRT,Mauritania,,,,,0.00,0.00
2009,Africa,MUS,Mauritius,1.98,0.36,0.86,0.17,0.00,3.37
2009,Africa,MAR,Morocco,15.68,6.98,12.81,7.35,0.00,42.82
2009,Africa,MOZ,Mozambique,0.02,0.47,1.51,0.19,0.00,2.19
2009,Africa,NAM,Namibia,0.11,0.25,1.55,0.95,0.00,2.86
2009,Africa,NER,Niger,,,,,0.00,0.00
2009,Africa,NGA,Nigeria,15.27,3.89,23.27,2.76,25.56,70.75
2009,Africa,RWA,Rwanda,,,,,0.00,0.00
2009,Africa,STP,Sao Tome & Principe,,,,,0.00,0.00
2009,Africa,SEN,Senegal,2.09,0.94,1.93,0.39,0.00,5.35
2009,Africa,SYC,Seychelles,,,,,0.00,0.00
2009,Africa,SLE,Sierra Leone,,,,,0.00,0.00
2009,Africa,ZAF,South Africa,226.41,57.46,46.29,35.35,0.00,365.51
2009,Africa,SWZ,Swaziland,,,,,0.00,0.00
2009,Africa,TZA,Tanzania,1.20,0.50,2.95,0.55,0.00,5.20
2009,Africa,TGO,Togo,0.04,0.16,1.91,0.16,0.00,2.27
2009,Africa,TUN,Tunisia,7.58,4.92,5.66,3.35,0.71,22.22
2009,Africa,UGA,Uganda,,,,,0.00,0.00
2009,Africa,ZMB,Zambia,0.07,0.84,0.60,0.16,0.00,1.67
2009,Africa,ZWE,Zimbabwe,2.71,1.56,1.09,2.68,0.00,8.04
2009,Asia,AFG,Afghanistan,,,,,0.00,0.00
2009,Asia,BHR,Bahrain,21.27,2.44,3.03,0.22,0.00,26.96
2009,Asia,BGD,Bangladesh,21.33,10.91,6.35,8.07,0.00,46.66
2009,Asia,BTN,Bhutan,,,,,0.00,0.00
2009,Asia,BRN,Brunei,5.11,0.99,1.11,0.22,0.00,7.43
2009,Asia,KHM,Cambodia,1.03,0.42,1.85,0.34,0.00,3.64
2009,Asia,CHN,China,3555.43,2232.94,529.44,475.14,0.00,6792.95
2009,Asia,IND,India,940.79,388.83,175.46,170.39,1.82,1677.29
2009,Asia,IDN,Indonesia,146.12,108.09,92.97,31.92,9.25,388.35
2009,Asia,IRN,Iran,161.42,92.24,123.95,137.51,29.15,544.27
2009,Asia,IRQ,Iraq,45.90,7.30,26.44,10.06,12.39,102.09
2009,Asia,ISR,Israel,40.60,2.58,11.17,9.39,0.05,63.79
2009,Asia,JPN,Japan,476.11,228.22,220.74,160.17,0.00,1085.24
2009,Asia,JOR,Jordan,9.01,2.68,5.10,2.54,0.00,19.33
2009,Asia,KAZ,Kazakhstan,111.77,51.25,12.31,23.89,4.68,203.90
2009,Asia,PRK,"Korea, Dem. Rep. (North)",10.93,43.05,1.30,13.21,0.00,68.49
2009,Asia,KOR,"Korea, Rep. (South)",283.14,88.67,85.16,58.65,0.00,515.62
2009,Asia,KWT,Kuwait,56.74,12.66,11.61,0.50,0.35,81.86
2009,Asia,KGZ,Kyrgyzstan,2.10,0.45,2.25,1.71,0.00,6.51
2009,Asia,LAO,Laos,,,,,0.00,0.00
2009,Asia,LBN,Lebanon,9.86,1.29,5.07,3.10,0.00,19.32
2009,Asia,MWI,Malawi,,,,,0.00,0.00
2009,Asia,MYS,Malaysia,90.96,34.68,41.35,5.48,3.30,175.77
2009,Asia,MDV,Maldives,,,,,0.00,0.00
2009,Asia,MNG,Mongolia,7.44,1.22,1.41,1.57,0.00,11.64
2009,Asia,MMR,Myanmar,2.13,2.18,2.26,0.80,0.18,7.55
2009,Asia,NPL,Nepal,0.01,0.77,1.73,0.89,0.00,3.40
2009,Asia,OMN,Oman,20.28,24.32,7.56,1.55,2.55,56.26
2009,Asia,PAK,Pakistan,45.14,44.60,33.98,15.78,0.00,139.50
2009,Asia,PHL,Philippines,30.90,10.94,23.06,5.61,0.39,70.90
2009,Asia,QAT,Qatar,30.09,13.02,10.64,0.25,7.66,61.66
2009,Asia,RUS,Russian Federation,878.73,220.09,226.32,153.23,34.76,1513.13
2009,Asia,SAU,Saudi Arabia,181.65,92.31,100.58,4.06,0.00,378.60
2009,Asia,SGP,Singapore,24.87,12.01,6.63,0.56,0.00,44.07
2009,Asia,LKA,Sri Lanka,4.14,1.01,5.41,0.91,0.00,11.47
2009,Asia,SDN,Sudan,3.26,2.87,7.76,1.25,0.00,15.14
2009,Asia,SYR,Syria,29.40,6.69,12.66,8.50,0.26,57.51
2009,Asia,TJK,Tajikistan,0.08,0.00,0.23,1.97,0.00,2.28
2009,Asia,THA,Thailand,87.92,56.96,54.60,17.29,0.00,216.77
2009,Asia,TUR,Turkey,110.61,40.81,44.77,60.13,0.01,256.33
2009,Asia,TKM,Turkmenistan,18.80,3.96,4.67,22.24,0.88,50.55
2009,Asia,ARE,United Arab Emirates,59.08,61.92,26.04,0.48,1.80,149.32
2009,Asia,UZB,Uzbekistan,39.07,17.04,8.69,37.76,0.00,102.56
2009,Asia,VNM,Vietnam,33.43,40.50,28.28,11.57,1.08,114.86
2009,Asia,YEM,Yemen,6.40,3.18,6.01,6.31,1.42,23.32
2009,Europe,ALB,Albania,0.17,0.77,2.20,0.51,0.00,3.65
2009,Europe,ARM,Armenia,0.64,0.97,1.13,1.51,0.00,4.25
2009,Europe,AUT,Austria,20.16,11.90,21.45,10.46,0.00,63.97
2009,Europe,AZE,Azerbaijan,11.60,1.99,4.26,6.93,2.73,27.51
2009,Europe,BLR,Belarus,34.44,9.69,10.22,7.11,0.00,61.46
2009,Europe,BEL,Belgium,25.88,22.37,26.37,26.14,0.00,100.76
2009,Europe,BIH,Bosnia & Herzegovina,13.68,1.35,3.45,1.26,0.00,19.74
2009,Europe,BGR,Bulgaria,28.54,4.16,7.93,1.57,0.00,42.20
2009,Europe,HRV,Croatia,6.54,3.64,6.16,3.42,0.00,19.76
2009,Europe,CYP,Cyprus,3.89,0.77,2.16,0.62,0.00,7.44
2009,Europe,CZE,Czech Republic,61.80,19.16,17.65,11.62,0.00,110.23
2009,Europe,DNK,Denmark,24.44,3.84,13.10,5.50,0.17,47.05
2009,Europe,EST,Estonia,11.14,0.85,2.11,0.57,0.00,14.67
2009,Europe,FIN,Finland,29.16,8.17,11.86,5.35,0.00,54.54
2009,Europe,FRA,France,65.23,58.47,122.10,102.83,0.00,348.63
2009,Europe,GEO,Georgia,1.35,0.75,2.15,1.12,0.00,5.37
2009,Europe,DEU,Germany,338.63,104.00,145.82,141.97,1.92,732.34
2009,Europe,GRC,Greece,47.80,7.30,24.60,10.51,0.00,90.21
2009,Europe,HUN,Hungary,16.87,5.55,12.76,12.99,0.01,48.18
2009,Europe,ISL,Iceland,0.00,0.50,0.88,0.68,0.00,2.06
2009,Europe,IRL,Ireland,12.98,3.65,12.11,10.46,0.00,39.20
2009,Europe,ITA,Italy,147.32,50.44,111.01,81.15,0.00,389.92
2009,Europe,JAM,Jamaica,2.82,2.10,1.97,0.56,0.00,7.45
2009,Europe,LVA,Latvia,1.97,0.89,3.10,1.21,0.00,7.17
2009,Europe,LTU,Lithuania,5.01,2.11,4.12,1.19,0.00,12.43
2009,Europe,LUX,Luxembourg,1.24,0.96,6.13,1.65,0.00,9.98
2009,Europe,MKD,"Macedonia, FYR",5.87,0.82,1.28,0.43,0.00,8.40
2009,Europe,MLT,Malta,1.84,0.10,0.46,0.05,0.00,2.45
2009,Europe,MDA,Moldova,3.78,0.60,0.87,2.06,0.00,7.31
2009,Europe,MNE,Montenegro,0.80,0.26,0.62,0.02,0.00,1.70
2009,Europe,NLD,Netherlands,67.66,39.02,32.83,36.62,0.08,176.21
2009,Europe,NOR,Norway,13.54,6.66,13.49,3.38,0.93,38.00
2009,Europe,POL,Poland,159.84,32.78,44.42,51.57,0.03,288.64
2009,Europe,PRT,Portugal,22.50,7.16,18.83,4.87,0.00,53.36
2009,Europe,ROU,Romania,40.24,14.14,14.79,9.39,0.00,78.56
2009,Europe,SRB,Serbia,31.74,4.50,6.30,2.80,0.00,45.34
2009,Europe,SVK,Slovakia,12.88,7.57,6.26,6.74,0.02,33.47
2009,Europe,SVN,Slovenia,5.99,2.05,4.95,2.01,0.00,15.00
2009,Europe,ESP,Spain,103.91,45.33,100.57,32.64,0.00,282.45
2009,Europe,SWE,Sweden,10.81,6.91,21.12,2.96,0.00,41.80
2009,Europe,CHE,Switzerland,3.69,5.63,17.12,15.93,0.00,42.37
2009,Europe,UKR,Ukraine,118.99,62.56,32.12,38.83,0.00,252.50
2009,Europe,GBR,United Kingdom,202.09,48.48,114.99,91.17,1.31,458.04
2009,North America,ATG,Antigua & Barbuda,,,,,0.00,0.00
2009,North America,BHS,"Bahamas, The",,,,,0.00,0.00
2009,North America,BRB,Barbados,,,,,0.00,0.00
2009,North America,BLZ,Belize,,,,,0.00,0.00
2009,North America,CAN,Canada,170.47,96.38,162.40,90.64,2.89,522.78
2009,North America,CRI,Costa Rica,0.43,1.01,4.37,0.47,0.00,6.28
2009,North America,DMA,Dominica,,,,,0.00,0.00
2009,North America,DOM,Dominican Republic,8.96,2.02,5.45,1.73,0.00,18.16
2009,North America,GRD,Grenada,,,,,0.00,0.00
2009,North America,GTM,Guatemala,3.24,1.77,5.57,0.56,0.00,11.14
2009,North America,HTI,Haiti,0.26,0.47,1.29,0.21,0.00,2.23
2009,North America,HND,Honduras,2.27,1.28,3.01,0.77,0.00,7.33
2009,North America,MEX,Mexico,169.32,52.01,147.27,31.34,12.54,412.48
2009,North America,NIC,Nicaragua,1.79,0.49,1.53,0.36,0.00,4.17
2009,North America,PAN,Panama,2.40,1.81,3.36,0.51,0.00,8.08
2009,North America,KNA,Saint Kitts & Nevis,,,,,0.00,0.00
2009,North America,LCA,Saint Lucia,,,,,0.00,0.00
2009,North America,VCT,Saint Vincent & Grenadines,,,,,0.00,0.00
2009,North America,TTO,Trinidad & Tobago,12.71,19.25,3.01,0.48,1.36,36.81
2009,North America,USA,United States,2486.37,492.10,1606.55,597.48,9.25,5191.75
2009,Oceania,AUS,Australia,246.56,46.67,83.32,18.64,0.39,395.58
2009,Oceania,COK,Cook Islands,,,,,0.00,0.00
2009,Oceania,GNQ,Equatorial Guinea,,,,,1.91,1.91
2009,Oceania,FJI,Fiji,,,,,0.00,0.00
2009,Oceania,GIN,Guinea,,,,,0.00,0.00
2009,Oceania,GNB,Guinea-Bissau,,,,,0.00,0.00
2009,Oceania,NRU,Nauru,,,,,0.00,0.00
2009,Oceania,NZL,New Zealand,8.88,6.07,13.48,2.74,0.31,31.48
2009,Oceania,NIU,Niue,,,,,0.00,0.00
2009,Oceania,PLW,Palau,,,,,,0.00
2009,Oceania,PNG,Papua New Guinea,,,,,0.00,0.00
2009,Oceania,WSM,Samoa,,,,,0.00,0.00
2009,Oceania,SLB,Solomon Islands,,,,,0.00,0.00
2009,Oceania,TON,Tonga,,,,,0.00,0.00
2009,Oceania,VUT,Vanuatu,,,,,0.00,0.00
2009,South America,ARG,Argentina,60.95,34.50,40.19,36.20,1.62,173.46
2009,South America,BOL,Bolivia,3.69,1.54,5.11,2.40,0.25,12.99
2009,South America,BRA,Brazil,58.12,96.48,146.98,36.74,6.29,344.61
2009,South America,CHL,Chile,26.81,12.77,20.50,5.20,0.08,65.36
2009,South America,COL,Colombia,17.69,14.94,20.74,7.50,0.97,61.84
2009,South America,CUB,Cuba,19.44,9.69,1.51,1.88,0.18,32.70
2009,South America,ECU,Ecuador,7.76,4.94,14.02,3.17,1.29,31.18
2009,South America,SLV,El Salvador,1.63,0.97,3.03,0.54,0.00,6.17
2009,South America,GUY,Guyana,,,,,0.00,0.00
2009,South America,PRY,Paraguay,0.00,0.10,3.77,0.26,0.00,4.13
2009,South America,PER,Peru,11.13,9.32,14.87,2.93,0.71,38.96
2009,South America,SUR,Suriname,,,,,0.00,0.00
2009,South America,URY,Uruguay,2.89,0.86,2.75,1.16,0.00,7.66
2009,South America,VEN,Venezuela,66.37,49.40,46.10,6.96,18.13,186.96
2010,Africa,DZA,Algeria,36.27,13.17,31.39,16.68,9.80,107.31
2010,Africa,AGO,Angola,2.63,2.64,6.71,3.73,12.49,28.20
2010,Africa,BEN,Benin,0.11,0.14,3.13,1.12,0.00,4.50
